customer_id,age_group,city,occupation,gender,marital status,avg_income
ATQCUS3470,25-34,Mumbai,Salaried Other Employees,Male,Single,39704
ATQCUS0698,25-34,Chennai,Business Owners,Male,Married,69530
ATQCUS3680,35-45,Bengaluru,Salaried IT Employees,Male,Single,62856
ATQCUS2527,35-45,Mumbai,Salaried IT Employees,Female,Married,70926
ATQCUS1710,45+,Mumbai,Business Owners,Male,Married,84883
ATQCUS1235,35-45,Bengaluru,Salaried IT Employees,Male,Married,62169
ATQCUS2408,25-34,Chennai,Salaried Other Employees,Female,Married,41350
ATQCUS1014,35-45,Mumbai,Business Owners,Male,Married,69687
ATQCUS3006,45+,Mumbai,Government Employees,Female,Married,58611
ATQCUS0570,25-34,Bengaluru,Freelancers,Male,Married,37075
ATQCUS3370,21-24,Chennai,Salaried Other Employees,Male,Single,29036
ATQCUS3711,35-45,Hyderabad,Salaried IT Employees,Male,Single,63305
ATQCUS1463,35-45,Chennai,Business Owners,Male,Married,71482
ATQCUS1485,35-45,Chennai,Freelancers,Male,Married,39393
ATQCUS2371,25-34,Chennai,Salaried IT Employees,Female,Married,66233
ATQCUS0944,35-45,Mumbai,Salaried IT Employees,Male,Married,68962
ATQCUS3447,21-24,Hyderabad,Government Employees,Male,Single,41779
ATQCUS1258,35-45,Bengaluru,Salaried Other Employees,Male,Married,42372
ATQCUS3765,21-24,Mumbai,Salaried IT Employees,Female,Single,46185
ATQCUS0098,21-24,Chennai,Salaried Other Employees,Male,Married,29030
ATQCUS0195,25-34,Mumbai,Salaried Other Employees,Male,Married,39152
ATQCUS3464,25-34,Mumbai,Salaried Other Employees,Male,Single,39570
ATQCUS1111,35-45,Delhi NCR,Salaried Other Employees,Male,Married,42079
ATQCUS3623,25-34,Hyderabad,Salaried IT Employees,Male,Single,61076
ATQCUS1629,35-45,Hyderabad,Freelancers,Male,Married,39195
ATQCUS1176,35-45,Delhi NCR,Freelancers,Male,Married,34954
ATQCUS1816,45+,Bengaluru,Salaried IT Employees,Male,Married,71532
ATQCUS0332,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61255
ATQCUS0672,25-34,Chennai,Salaried Other Employees,Male,Married,40334
ATQCUS1283,35-45,Bengaluru,Business Owners,Male,Married,69051
ATQCUS3358,21-24,Chennai,Salaried IT Employees,Male,Single,48985
ATQCUS0569,25-34,Bengaluru,Freelancers,Male,Married,34167
ATQCUS2576,35-45,Mumbai,Salaried IT Employees,Female,Married,69447
ATQCUS0447,25-34,Delhi NCR,Government Employees,Male,Married,54014
ATQCUS3055,45+,Bengaluru,Salaried IT Employees,Female,Married,67541
ATQCUS1476,35-45,Chennai,Freelancers,Male,Married,33585
ATQCUS0393,25-34,Delhi NCR,Business Owners,Male,Married,72187
ATQCUS3121,45+,Hyderabad,Salaried IT Employees,Female,Married,71737
ATQCUS1420,35-45,Chennai,Salaried Other Employees,Male,Married,44152
ATQCUS0523,25-34,Bengaluru,Business Owners,Male,Married,73060
ATQCUS1351,35-45,Chennai,Salaried IT Employees,Male,Married,68917
ATQCUS3586,25-34,Chennai,Salaried IT Employees,Male,Single,61742
ATQCUS1919,45+,Chennai,Salaried Other Employees,Male,Married,44587
ATQCUS2104,25-34,Mumbai,Salaried IT Employees,Female,Married,58636
ATQCUS2439,25-34,Chennai,Freelancers,Female,Married,33929
ATQCUS3753,21-24,Mumbai,Salaried IT Employees,Female,Single,50306
ATQCUS2986,45+,Mumbai,Salaried Other Employees,Female,Married,41504
ATQCUS1238,35-45,Bengaluru,Salaried IT Employees,Male,Married,61924
ATQCUS3444,21-24,Hyderabad,Government Employees,Male,Single,41710
ATQCUS2744,35-45,Bengaluru,Salaried Other Employees,Female,Married,39282
ATQCUS3918,25-34,Mumbai,Salaried IT Employees,Female,Single,60808
ATQCUS3435,21-24,Hyderabad,Business Owners,Male,Single,55839
ATQCUS1325,35-45,Bengaluru,Freelancers,Male,Married,38301
ATQCUS2548,35-45,Mumbai,Salaried IT Employees,Female,Married,63175
ATQCUS0468,25-34,Bengaluru,Salaried IT Employees,Male,Married,60118
ATQCUS3948,25-34,Delhi NCR,Salaried IT Employees,Female,Single,63946
ATQCUS0676,25-34,Chennai,Salaried Other Employees,Male,Married,38338
ATQCUS2108,25-34,Mumbai,Salaried IT Employees,Female,Married,61071
ATQCUS2529,35-45,Mumbai,Salaried IT Employees,Female,Married,66011
ATQCUS3221,21-24,Mumbai,Freelancers,Male,Single,27378
ATQCUS2301,25-34,Bengaluru,Salaried Other Employees,Female,Married,38451
ATQCUS0595,25-34,Bengaluru,Government Employees,Male,Married,52001
ATQCUS2934,35-45,Hyderabad,Salaried Other Employees,Female,Married,39803
ATQCUS0927,35-45,Mumbai,Salaried IT Employees,Male,Married,64992
ATQCUS3450,25-34,Mumbai,Salaried IT Employees,Male,Single,64006
ATQCUS1381,35-45,Chennai,Salaried IT Employees,Male,Married,63134
ATQCUS3388,21-24,Chennai,Business Owners,Male,Single,51984
ATQCUS3568,25-34,Bengaluru,Freelancers,Male,Single,34388
ATQCUS1038,35-45,Mumbai,Freelancers,Male,Married,37602
ATQCUS3515,25-34,Delhi NCR,Salaried Other Employees,Male,Single,40824
ATQCUS3864,21-24,Bengaluru,Freelancers,Female,Single,25537
ATQCUS0454,25-34,Delhi NCR,Government Employees,Male,Married,51134
ATQCUS0696,25-34,Chennai,Business Owners,Male,Married,69075
ATQCUS3301,21-24,Bengaluru,Salaried IT Employees,Male,Single,51509
ATQCUS0154,25-34,Mumbai,Salaried IT Employees,Male,Married,61417
ATQCUS1902,45+,Chennai,Salaried IT Employees,Male,Married,70739
ATQCUS0687,25-34,Chennai,Business Owners,Male,Married,68475
ATQCUS2392,25-34,Chennai,Salaried Other Employees,Female,Married,39497
ATQCUS3569,25-34,Bengaluru,Government Employees,Male,Single,53739
ATQCUS1010,35-45,Mumbai,Business Owners,Male,Married,68324
ATQCUS0425,25-34,Delhi NCR,Freelancers,Male,Married,35324
ATQCUS0107,21-24,Chennai,Government Employees,Male,Married,39116
ATQCUS1490,35-45,Chennai,Freelancers,Male,Married,36335
ATQCUS2617,35-45,Mumbai,Freelancers,Female,Married,37661
ATQCUS2690,35-45,Delhi NCR,Business Owners,Female,Married,75086
ATQCUS1688,45+,Mumbai,Business Owners,Male,Married,82478
ATQCUS2473,25-34,Hyderabad,Salaried IT Employees,Female,Married,60303
ATQCUS0911,35-45,Mumbai,Salaried IT Employees,Male,Married,63393
ATQCUS0110,21-24,Hyderabad,Salaried IT Employees,Male,Married,46876
ATQCUS3632,25-34,Hyderabad,Business Owners,Male,Single,68594
ATQCUS1928,45+,Chennai,Business Owners,Male,Married,78401
ATQCUS0353,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61976
ATQCUS1358,35-45,Chennai,Salaried IT Employees,Male,Married,61379
ATQCUS2434,25-34,Chennai,Freelancers,Female,Married,35177
ATQCUS2264,25-34,Delhi NCR,Government Employees,Female,Married,53325
ATQCUS3078,45+,Bengaluru,Freelancers,Female,Married,40391
ATQCUS1734,45+,Mumbai,Freelancers,Male,Married,39323
ATQCUS1389,35-45,Chennai,Salaried IT Employees,Male,Married,62285
ATQCUS2302,25-34,Bengaluru,Salaried Other Employees,Female,Married,38605
ATQCUS3028,45+,Delhi NCR,Salaried Other Employees,Female,Married,48139
ATQCUS2845,35-45,Chennai,Salaried Other Employees,Female,Married,38339
ATQCUS3445,21-24,Hyderabad,Government Employees,Male,Single,41579
ATQCUS3051,45+,Bengaluru,Salaried IT Employees,Female,Married,71050
ATQCUS3128,45+,Hyderabad,Salaried Other Employees,Female,Married,41134
ATQCUS1759,45+,Delhi NCR,Salaried IT Employees,Male,Married,70262
ATQCUS3465,25-34,Mumbai,Salaried Other Employees,Male,Single,40279
ATQCUS1313,35-45,Bengaluru,Freelancers,Male,Married,37076
ATQCUS1501,35-45,Chennai,Freelancers,Male,Married,35280
ATQCUS3655,35-45,Mumbai,Salaried Other Employees,Male,Single,43101
ATQCUS3615,25-34,Chennai,Government Employees,Male,Single,53197
ATQCUS0900,35-45,Mumbai,Salaried IT Employees,Male,Married,63542
ATQCUS1280,35-45,Bengaluru,Business Owners,Male,Married,74020
ATQCUS0928,35-45,Mumbai,Salaried IT Employees,Male,Married,64610
ATQCUS1565,35-45,Hyderabad,Salaried Other Employees,Male,Married,41929
ATQCUS1001,35-45,Mumbai,Business Owners,Male,Married,77930
ATQCUS3854,21-24,Bengaluru,Salaried Other Employees,Female,Single,30206
ATQCUS3737,21-24,Mumbai,Salaried IT Employees,Female,Single,50094
ATQCUS1106,35-45,Delhi NCR,Salaried IT Employees,Male,Married,66973
ATQCUS3380,21-24,Chennai,Salaried Other Employees,Male,Single,30445
ATQCUS3437,21-24,Hyderabad,Freelancers,Male,Single,25297
ATQCUS2259,25-34,Delhi NCR,Freelancers,Female,Married,34838
ATQCUS0418,25-34,Delhi NCR,Freelancers,Male,Married,34160
ATQCUS3704,35-45,Chennai,Business Owners,Male,Single,76711
ATQCUS2503,25-34,Hyderabad,Business Owners,Female,Married,65602
ATQCUS2315,25-34,Bengaluru,Salaried Other Employees,Female,Married,39077
ATQCUS3661,35-45,Mumbai,Freelancers,Male,Single,39043
ATQCUS1528,35-45,Hyderabad,Salaried IT Employees,Male,Married,67755
ATQCUS3757,21-24,Mumbai,Salaried IT Employees,Female,Single,45952
ATQCUS3234,21-24,Mumbai,Freelancers,Male,Single,26374
ATQCUS2512,25-34,Hyderabad,Government Employees,Female,Married,52004
ATQCUS0378,25-34,Delhi NCR,Salaried Other Employees,Male,Married,36235
ATQCUS1932,45+,Chennai,Business Owners,Male,Married,80511
ATQCUS1464,35-45,Chennai,Freelancers,Male,Married,39041
ATQCUS3459,25-34,Mumbai,Salaried IT Employees,Male,Single,63129
ATQCUS2173,25-34,Mumbai,Government Employees,Female,Married,54075
ATQCUS0119,21-24,Hyderabad,Freelancers,Male,Married,28931
ATQCUS0391,25-34,Delhi NCR,Business Owners,Male,Married,71468
ATQCUS1150,35-45,Delhi NCR,Business Owners,Male,Married,75706
ATQCUS3925,25-34,Mumbai,Salaried Other Employees,Female,Single,38155
ATQCUS3291,21-24,Delhi NCR,Freelancers,Male,Single,27080
ATQCUS2031,21-24,Delhi NCR,Salaried IT Employees,Female,Married,48729
ATQCUS2087,25-34,Mumbai,Salaried IT Employees,Female,Married,60661
ATQCUS0499,25-34,Bengaluru,Salaried Other Employees,Male,Married,41112
ATQCUS3610,25-34,Chennai,Freelancers,Male,Single,36006
ATQCUS3660,35-45,Mumbai,Freelancers,Male,Single,38995
ATQCUS1720,45+,Mumbai,Business Owners,Male,Married,72987
ATQCUS1584,35-45,Hyderabad,Business Owners,Male,Married,72183
ATQCUS1828,45+,Bengaluru,Salaried IT Employees,Male,Married,73297
ATQCUS1352,35-45,Chennai,Salaried IT Employees,Male,Married,62290
ATQCUS0396,25-34,Delhi NCR,Business Owners,Male,Married,65567
ATQCUS2318,25-34,Bengaluru,Business Owners,Female,Married,66215
ATQCUS1088,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68210
ATQCUS3268,21-24,Delhi NCR,Salaried Other Employees,Male,Single,28985
ATQCUS0271,25-34,Mumbai,Freelancers,Male,Married,35038
ATQCUS2908,35-45,Hyderabad,Salaried IT Employees,Female,Married,68192
ATQCUS2844,35-45,Chennai,Salaried Other Employees,Female,Married,41342
ATQCUS2842,35-45,Chennai,Salaried Other Employees,Female,Married,42313
ATQCUS3319,21-24,Bengaluru,Salaried Other Employees,Male,Single,28252
ATQCUS0913,35-45,Mumbai,Salaried IT Employees,Male,Married,69016
ATQCUS0147,25-34,Mumbai,Salaried IT Employees,Male,Married,61036
ATQCUS0300,25-34,Mumbai,Government Employees,Male,Married,54122
ATQCUS2489,25-34,Hyderabad,Salaried Other Employees,Female,Married,40827
ATQCUS1937,45+,Chennai,Business Owners,Male,Married,77345
ATQCUS2916,35-45,Hyderabad,Salaried IT Employees,Female,Married,66169
ATQCUS1965,45+,Hyderabad,Salaried Other Employees,Male,Married,48057
ATQCUS2704,35-45,Delhi NCR,Freelancers,Female,Married,37170
ATQCUS3203,21-24,Mumbai,Business Owners,Male,Single,54651
ATQCUS1579,35-45,Hyderabad,Salaried Other Employees,Male,Married,42564
ATQCUS0982,35-45,Mumbai,Salaried Other Employees,Male,Married,40301
ATQCUS1221,35-45,Bengaluru,Salaried IT Employees,Male,Married,65864
ATQCUS0478,25-34,Bengaluru,Salaried IT Employees,Male,Married,62308
ATQCUS3106,45+,Chennai,Salaried Other Employees,Female,Married,40966
ATQCUS0451,25-34,Delhi NCR,Government Employees,Male,Married,52882
ATQCUS0190,25-34,Mumbai,Salaried Other Employees,Male,Married,40756
ATQCUS0814,25-34,Hyderabad,Salaried Other Employees,Male,Married,39098
ATQCUS1231,35-45,Bengaluru,Salaried IT Employees,Male,Married,67169
ATQCUS0228,25-34,Mumbai,Business Owners,Male,Married,70963
ATQCUS0341,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61043
ATQCUS0360,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64342
ATQCUS0320,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60632
ATQCUS2809,35-45,Chennai,Salaried IT Employees,Female,Married,64738
ATQCUS0529,25-34,Bengaluru,Business Owners,Male,Married,70736
ATQCUS1764,45+,Delhi NCR,Salaried Other Employees,Male,Married,47884
ATQCUS1188,35-45,Delhi NCR,Freelancers,Male,Married,34256
ATQCUS2664,35-45,Delhi NCR,Salaried Other Employees,Female,Married,43692
ATQCUS2353,25-34,Chennai,Salaried IT Employees,Female,Married,61496
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142
ATQCUS3530,25-34,Delhi NCR,Freelancers,Male,Single,34535
ATQCUS1219,35-45,Bengaluru,Salaried IT Employees,Male,Married,61350
ATQCUS2143,25-34,Mumbai,Business Owners,Female,Married,65617
ATQCUS0527,25-34,Bengaluru,Business Owners,Male,Married,69130
ATQCUS1133,35-45,Delhi NCR,Salaried Other Employees,Male,Married,44121
ATQCUS2525,35-45,Mumbai,Salaried IT Employees,Female,Married,62632
ATQCUS0549,25-34,Bengaluru,Freelancers,Male,Married,35183
ATQCUS1760,45+,Delhi NCR,Salaried IT Employees,Male,Married,76058
ATQCUS1000,35-45,Mumbai,Business Owners,Male,Married,78230
ATQCUS1055,35-45,Mumbai,Freelancers,Male,Married,35870
ATQCUS3652,35-45,Mumbai,Salaried IT Employees,Male,Single,64029
ATQCUS2822,35-45,Chennai,Salaried Other Employees,Female,Married,43327
ATQCUS2860,35-45,Chennai,Freelancers,Female,Married,35871
ATQCUS3879,21-24,Chennai,Salaried Other Employees,Female,Single,32516
ATQCUS2115,25-34,Mumbai,Salaried IT Employees,Female,Married,66420
ATQCUS1537,35-45,Hyderabad,Salaried IT Employees,Male,Married,63398
ATQCUS3139,21-24,Mumbai,Salaried IT Employees,Male,Single,45367
ATQCUS2868,35-45,Chennai,Freelancers,Female,Married,38309
ATQCUS2699,35-45,Delhi NCR,Freelancers,Female,Married,36867
ATQCUS3747,21-24,Mumbai,Salaried IT Employees,Female,Single,49315
ATQCUS3946,25-34,Delhi NCR,Salaried IT Employees,Female,Single,62561
ATQCUS2953,35-45,Hyderabad,Freelancers,Female,Married,40197
ATQCUS2926,35-45,Hyderabad,Salaried Other Employees,Female,Married,41179
ATQCUS0958,35-45,Mumbai,Salaried Other Employees,Male,Married,40953
ATQCUS1830,45+,Bengaluru,Salaried IT Employees,Male,Married,67708
ATQCUS0789,25-34,Hyderabad,Salaried IT Employees,Male,Married,61866
ATQCUS3272,21-24,Delhi NCR,Salaried Other Employees,Male,Single,29818
ATQCUS3359,21-24,Chennai,Salaried IT Employees,Male,Single,49377
ATQCUS0060,21-24,Delhi NCR,Government Employees,Male,Married,39705
ATQCUS1406,35-45,Chennai,Salaried Other Employees,Male,Married,40143
ATQCUS1472,35-45,Chennai,Freelancers,Male,Married,36109
ATQCUS3713,35-45,Hyderabad,Salaried Other Employees,Male,Single,42184
ATQCUS1904,45+,Chennai,Salaried IT Employees,Male,Married,71025
ATQCUS2037,21-24,Delhi NCR,Salaried Other Employees,Female,Married,30288
ATQCUS0905,35-45,Mumbai,Salaried IT Employees,Male,Married,67104
ATQCUS1488,35-45,Chennai,Freelancers,Male,Married,36033
ATQCUS2803,35-45,Chennai,Salaried IT Employees,Female,Married,64452
ATQCUS1002,35-45,Mumbai,Business Owners,Male,Married,73251
ATQCUS2800,35-45,Chennai,Salaried IT Employees,Female,Married,69066
ATQCUS1024,35-45,Mumbai,Freelancers,Male,Married,37078
ATQCUS2790,35-45,Chennai,Salaried IT Employees,Female,Married,64127
ATQCUS0144,25-34,Mumbai,Salaried IT Employees,Male,Married,59919
ATQCUS1093,35-45,Delhi NCR,Salaried IT Employees,Male,Married,60849
ATQCUS0763,25-34,Chennai,Government Employees,Male,Married,54304
ATQCUS1713,45+,Mumbai,Business Owners,Male,Married,82945
ATQCUS3479,25-34,Mumbai,Business Owners,Male,Single,68574
ATQCUS1510,35-45,Chennai,Government Employees,Male,Married,55903
ATQCUS2639,35-45,Delhi NCR,Salaried IT Employees,Female,Married,68668
ATQCUS2861,35-45,Chennai,Freelancers,Female,Married,35249
ATQCUS3360,21-24,Chennai,Salaried IT Employees,Male,Single,46827
ATQCUS3986,25-34,Chennai,Salaried IT Employees,Female,Single,62291
ATQCUS1590,35-45,Hyderabad,Business Owners,Male,Married,77418
ATQCUS3584,25-34,Chennai,Salaried IT Employees,Male,Single,63791
ATQCUS0695,25-34,Chennai,Business Owners,Male,Married,68140
ATQCUS3868,21-24,Chennai,Salaried IT Employees,Female,Single,50152
ATQCUS3371,21-24,Chennai,Salaried Other Employees,Male,Single,28657
ATQCUS1888,45+,Bengaluru,Freelancers,Male,Married,36899
ATQCUS1831,45+,Bengaluru,Salaried Other Employees,Male,Married,44620
ATQCUS1863,45+,Bengaluru,Business Owners,Male,Married,80484
ATQCUS2657,35-45,Delhi NCR,Salaried IT Employees,Female,Married,70133
ATQCUS2668,35-45,Delhi NCR,Salaried Other Employees,Female,Married,39985
ATQCUS3733,45+,Chennai,Salaried Other Employees,Male,Single,44943
ATQCUS3958,25-34,Delhi NCR,Government Employees,Female,Single,50618
ATQCUS0765,25-34,Chennai,Government Employees,Male,Married,52907
ATQCUS2298,25-34,Bengaluru,Salaried IT Employees,Female,Married,61581
ATQCUS0481,25-34,Bengaluru,Salaried IT Employees,Male,Married,62657
ATQCUS2859,35-45,Chennai,Freelancers,Female,Married,36180
ATQCUS3000,45+,Mumbai,Freelancers,Female,Married,37194
ATQCUS0830,25-34,Hyderabad,Business Owners,Male,Married,67031
ATQCUS2029,21-24,Delhi NCR,Salaried IT Employees,Female,Married,48628
ATQCUS0290,25-34,Mumbai,Freelancers,Male,Married,36459
ATQCUS2423,25-34,Chennai,Business Owners,Female,Married,65682
ATQCUS0929,35-45,Mumbai,Salaried IT Employees,Male,Married,65519
ATQCUS1161,35-45,Delhi NCR,Business Owners,Male,Married,72811
ATQCUS2098,25-34,Mumbai,Salaried IT Employees,Female,Married,61174
ATQCUS1558,35-45,Hyderabad,Salaried Other Employees,Male,Married,44846
ATQCUS3180,21-24,Mumbai,Salaried Other Employees,Male,Single,28994
ATQCUS0988,35-45,Mumbai,Salaried Other Employees,Male,Married,40492
ATQCUS2550,35-45,Mumbai,Salaried IT Employees,Female,Married,61641
ATQCUS3227,21-24,Mumbai,Freelancers,Male,Single,28288
ATQCUS1487,35-45,Chennai,Freelancers,Male,Married,36683
ATQCUS2430,25-34,Chennai,Freelancers,Female,Married,33565
ATQCUS1637,35-45,Hyderabad,Freelancers,Male,Married,40480
ATQCUS0776,25-34,Hyderabad,Salaried IT Employees,Male,Married,65905
ATQCUS0645,25-34,Chennai,Salaried Other Employees,Male,Married,39210
ATQCUS0134,25-34,Mumbai,Salaried IT Employees,Male,Married,60422
ATQCUS1731,45+,Mumbai,Freelancers,Male,Married,35635
ATQCUS1216,35-45,Bengaluru,Salaried IT Employees,Male,Married,63790
ATQCUS1335,35-45,Bengaluru,Government Employees,Male,Married,53585
ATQCUS0280,25-34,Mumbai,Freelancers,Male,Married,35779
ATQCUS2046,21-24,Bengaluru,Salaried IT Employees,Female,Married,47113
ATQCUS1934,45+,Chennai,Business Owners,Male,Married,73639
ATQCUS0998,35-45,Mumbai,Business Owners,Male,Married,74158
ATQCUS2155,25-34,Mumbai,Freelancers,Female,Married,35667
ATQCUS0963,35-45,Mumbai,Salaried Other Employees,Male,Married,39792
ATQCUS0434,25-34,Delhi NCR,Freelancers,Male,Married,36643
ATQCUS1711,45+,Mumbai,Business Owners,Male,Married,70529
ATQCUS1249,35-45,Bengaluru,Salaried IT Employees,Male,Married,67683
ATQCUS1884,45+,Bengaluru,Freelancers,Male,Married,38257
ATQCUS3404,21-24,Chennai,Government Employees,Male,Single,42035
ATQCUS2567,35-45,Mumbai,Salaried IT Employees,Female,Married,66406
ATQCUS2907,35-45,Hyderabad,Salaried IT Employees,Female,Married,69208
ATQCUS0372,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38480
ATQCUS2390,25-34,Chennai,Salaried Other Employees,Female,Married,36368
ATQCUS0458,25-34,Bengaluru,Salaried IT Employees,Male,Married,62429
ATQCUS0081,21-24,Bengaluru,Freelancers,Male,Married,26626
ATQCUS0924,35-45,Mumbai,Salaried IT Employees,Male,Married,64299
ATQCUS3758,21-24,Mumbai,Salaried IT Employees,Female,Single,50728
ATQCUS1198,35-45,Delhi NCR,Freelancers,Male,Married,34894
ATQCUS3331,21-24,Bengaluru,Business Owners,Male,Single,55174
ATQCUS2109,25-34,Mumbai,Salaried IT Employees,Female,Married,58952
ATQCUS2492,25-34,Hyderabad,Salaried Other Employees,Female,Married,40654
ATQCUS0979,35-45,Mumbai,Salaried Other Employees,Male,Married,42560
ATQCUS2238,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39019
ATQCUS3304,21-24,Bengaluru,Salaried IT Employees,Male,Single,50743
ATQCUS1171,35-45,Delhi NCR,Freelancers,Male,Married,37141
ATQCUS2630,35-45,Mumbai,Government Employees,Female,Married,57913
ATQCUS2546,35-45,Mumbai,Salaried IT Employees,Female,Married,70372
ATQCUS0588,25-34,Bengaluru,Government Employees,Male,Married,51082
ATQCUS3852,21-24,Bengaluru,Salaried Other Employees,Female,Single,31615
ATQCUS0222,25-34,Mumbai,Business Owners,Male,Married,67978
ATQCUS0264,25-34,Mumbai,Freelancers,Male,Married,32828
ATQCUS2232,25-34,Delhi NCR,Salaried Other Employees,Female,Married,41525
ATQCUS1338,35-45,Bengaluru,Government Employees,Male,Married,57215
ATQCUS3187,21-24,Mumbai,Salaried Other Employees,Male,Single,30372
ATQCUS2841,35-45,Chennai,Salaried Other Employees,Female,Married,41951
ATQCUS3355,21-24,Bengaluru,Government Employees,Male,Single,39450
ATQCUS1057,35-45,Mumbai,Government Employees,Male,Married,52282
ATQCUS2124,25-34,Mumbai,Salaried Other Employees,Female,Married,41564
ATQCUS3164,21-24,Mumbai,Salaried IT Employees,Male,Single,47097
ATQCUS3966,25-34,Bengaluru,Salaried IT Employees,Female,Single,59676
ATQCUS3131,45+,Hyderabad,Business Owners,Female,Married,78634
ATQCUS3884,21-24,Chennai,Business Owners,Female,Single,51505
ATQCUS2780,35-45,Chennai,Salaried IT Employees,Female,Married,66973
ATQCUS3491,25-34,Mumbai,Freelancers,Male,Single,33598
ATQCUS3671,35-45,Delhi NCR,Business Owners,Male,Single,71097
ATQCUS2848,35-45,Chennai,Salaried Other Employees,Female,Married,41209
ATQCUS1913,45+,Chennai,Salaried IT Employees,Male,Married,65761
ATQCUS1594,35-45,Hyderabad,Business Owners,Male,Married,75071
ATQCUS3096,45+,Chennai,Salaried IT Employees,Female,Married,64371
ATQCUS0762,25-34,Chennai,Government Employees,Male,Married,50993
ATQCUS3929,25-34,Mumbai,Salaried Other Employees,Female,Single,38217
ATQCUS1636,35-45,Hyderabad,Freelancers,Male,Married,37020
ATQCUS0470,25-34,Bengaluru,Salaried IT Employees,Male,Married,64228
ATQCUS1431,35-45,Chennai,Salaried Other Employees,Male,Married,41756
ATQCUS3781,21-24,Mumbai,Salaried Other Employees,Female,Single,30811
ATQCUS1107,35-45,Delhi NCR,Salaried Other Employees,Male,Married,43776
ATQCUS3242,21-24,Mumbai,Government Employees,Male,Single,39481
ATQCUS3468,25-34,Mumbai,Salaried Other Employees,Male,Single,38710
